场景,企业ID,企业名称,管理类别,风险等级,预测风险等级,是否发生事故,安全生产标准化建设情况,企业职工总人数,专职安全生产管理人员数,兼职安全生产管理人员数,上一年经营收入,固定资产,是否发现问题隐患 0-否 1-是,具体风险描述,管控措施,安全等级,企业规模,行业监管大类,国民经济大类,报告时间,数据来源,是否规上企业,是否投保,是否履行三同时手续,厂中厂,有风险项,爆炸性粉尘企业,氨制冷企业,有限空间企业,重大危险源,金属冶炼企业,燃气企业,有限空间作业企业,危化品企业,风险重点企业,关键风险企业,数据有效标识,危化品企业标识,危险化学品使用,有限空间关键企业,最近风险报告ID,安全管理人员数量,部门安全管理人员数量,专职安全管理人持证员数,兼职安全管理人持证员数,特种作业持证人数,投保金额,工伤保险支出（万元）,投保人数,上一年人员流动率,总风险数,A级风险数,B级风险数,C级风险数,D级风险数,曾发事故的风险数,检查总次数,检查发现问题次数,隐患总数,一般隐患数,重大隐患数,未整改隐患数,文书总数,立案文书数,检查文书数,处罚金额,干式除尘系统数量,除尘作业次数,转炉数量,电炉数量,生产状态,经营状态,国民经济门类,国民经济中类,国民经济小类,经度,纬度,危化品储罐数量,重大危险源数量,消防设施完好率,气体检测仪在线率,高炉容积_m3,煤气柜容量_万m3,铁水包在线数量,炉壳温度测点完好率,煤气报警器覆盖率,抛光工位数量,湿式除尘器数量,粉尘清扫制度执行率,防爆电气覆盖率,静电接地完好率,高炉数量
dust,DUST-3-009,联创抛光车间（模拟-橙）,3039,3,橙,0,1,181,1,0,972,71247,1,抛光车间粉尘浓度上升，除尘水位偏低，防爆电气个别点位待整改,暂停高风险工位作业，补充除尘水位并整改防爆电气,C级,中型,粉尘涉爆,金属制品业,2026-04-12,演示CSV,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,RPT-570646,1,1,1,0,9,256.22,17.23,154,0.104,3,0,0,2,1,0,18,7,8,8,2,3,7,1,6,21.03,2,31,0,0,限产运行,正常,制造业,金属制品业,金属结构制造,121.096925,31.784439,,,,,,,,,,16,1,0.66,0.7,0.65,
dust,DUST-3-010,宏粉尘抛光车间（模拟-橙）,3040,3,橙,1,1,316,1,0,4985,137604,1,抛光车间粉尘浓度上升，除尘水位偏低，防爆电气个别点位待整改,暂停高风险工位作业，补充除尘水位并整改防爆电气,C级,中型,粉尘涉爆,金属制品业,2026-04-19,演示CSV,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,RPT-855917,1,1,1,0,18,296.9,23.69,211,0.107,4,0,0,2,1,0,19,7,8,8,0,1,8,1,7,7.84,1,20,0,0,限产运行,正常,制造业,金属制品业,金属结构制造,121.448823,31.332217,,,,,,,,,,23,4,0.74,0.69,0.68,
metallurgy,META-2024-002,金泰钢铁集团炼铁厂,2001,3,橙,0,3,580,12,6,45000,180000,1,高炉煤气管道压力波动异常，TRT透平机振动值超标，炉顶温度连续3小时高于警戒值,降低鼓风量至正常值的85%，增加炉顶打水频率，密切监控煤气成分,B级,大型,冶金,黑色金属冶炼和压延加工业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,15,8,0.82,0.91,,,,,,
metallurgy,META-3-001,宝钢钢铁炼铁厂（模拟-橙）,2031,3,橙,0,1,237,2,1,1594,116239,1,高炉煤气管道压力波动异常，炉顶温度多次逼近警戒值,降低鼓风量并增加炉顶打水，密切监控煤气成分,C级,中型,冶金,黑色金属冶炼和压延加工业,2026-04-18,演示CSV,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,RPT-380464,3,1,2,1,11,70.44,13.54,202,0.241,3,0,0,1,1,1,27,8,11,11,0,1,4,1,3,19.63,0,0,0,1,限产运行,正常,制造业,黑色金属冶炼和压延加工业,炼铁,121.364164,31.418135,,,,,1200,15,11,0.73,0.71,,,,,,1
metallurgy,META-3-002,龙腾钢铁炼铁厂（模拟-橙）,2032,3,橙,0,2,293,2,1,4374,7075,1,高炉煤气管道压力波动异常，炉顶温度多次逼近警戒值,降低鼓风量并增加炉顶打水，密切监控煤气成分,C级,中型,冶金,黑色金属冶炼和压延加工业,2026-04-11,演示CSV,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,RPT-862847,3,1,2,1,12,201.63,13.17,194,0.098,2,0,0,2,0,0,16,7,10,10,0,0,9,2,7,15.16,0,0,1,2,限产运行,正常,制造业,黑色金属冶炼和压延加工业,炼铁,121.061817,31.362524,,,,,2000,7,8,0.71,0.76,,,,,,1
metallurgy,META-3-003,华冶钢铁炼铁厂（模拟-橙）,2033,3,橙,0,1,378,2,1,3526,98831,1,高炉煤气管道压力波动异常，炉顶温度多次逼近警戒值,降低鼓风量并增加炉顶打水，密切监控煤气成分,C级,中型,冶金,黑色金属冶炼和压延加工业,2026-04-18,演示CSV,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,RPT-270395,3,1,2,1,16,308.25,68.98,276,0.185,1,0,0,1,0,0,24,6,7,7,0,1,10,1,9,10.66,0,0,2,0,限产运行,正常,制造业,黑色金属冶炼和压延加工业,炼铁,121.007315,31.509714,,,,,3200,14,9,0.74,0.72,,,,,,1
metallurgy,META-3-004,鑫钢钢铁炼铁厂（模拟-橙）,2034,3,橙,0,1,243,1,0,5189,125410,1,高炉煤气管道压力波动异常，炉顶温度多次逼近警戒值,降低鼓风量并增加炉顶打水，密切监控煤气成分,C级,中型,冶金,黑色金属冶炼和压延加工业,2026-05-18,演示CSV,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,RPT-824042,1,1,1,0,7,250.91,52.8,152,0.165,2,0,0,1,1,1,22,4,4,4,2,3,3,2,1,9.12,0,0,2,1,限产运行,正常,制造业,黑色金属冶炼和压延加工业,炼铁,121.348377,31.727402,,,,,1200,11,10,0.69,0.75,,,,,,1
metallurgy,META-3-005,中联钢铁炼铁厂（模拟-橙）,2035,3,橙,0,2,190,1,0,4775,93874,1,高炉煤气管道压力波动异常，炉顶温度多次逼近警戒值,降低鼓风量并增加炉顶打水，密切监控煤气成分,C级,中型,冶金,黑色金属冶炼和压延加工业,2026-05-18,演示CSV,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,RPT-401769,1,1,1,0,5,338.31,36.58,156,0.247,3,0,0,2,1,1,35,5,8,8,0,0,5,1,4,21.7,0,0,1,1,限产运行,正常,制造业,黑色金属冶炼和压延加工业,炼铁,121.318377,31.954609,,,,,1200,14,2,0.69,0.75,,,,,,1
metallurgy,META-3-006,北方钢铁炼铁厂（模拟-橙）,2036,3,橙,1,1,365,3,1,1955,142184,1,高炉煤气管道压力波动异常，炉顶温度多次逼近警戒值,降低鼓风量并增加炉顶打水，密切监控煤气成分,C级,中型,冶金,黑色金属冶炼和压延加工业,2026-04-12,演示CSV,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,RPT-526673,4,1,3,1,21,440.32,43.3,305,0.194,1,0,0,1,0,1,22,5,6,6,0,0,7,1,6,5.89,0,0,2,2,限产运行,正常,制造业,黑色金属冶炼和压延加工业,炼铁,121.255911,31.287245,,,,,2000,6,3,0.73,0.71,,,,,,1
metallurgy,META-3-007,扬子钢铁炼铁厂（模拟-橙）,2037,3,橙,1,2,49,1,0,7527,47081,1,高炉煤气管道压力波动异常，炉顶温度多次逼近警戒值,降低鼓风量并增加炉顶打水，密切监控煤气成分,C级,中型,冶金,黑色金属冶炼和压延加工业,2026-05-12,演示CSV,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,RPT-386090,1,1,1,0,1,56.32,21.37,35,0.163,2,0,0,1,0,0,15,7,10,10,0,1,6,1,5,6.82,0,0,2,2,限产运行,正常,制造业,黑色金属冶炼和压延加工业,炼铁,120.757265,31.186199,,,,,2000,14,11,0.73,0.71,,,,,,1
metallurgy,META-3-008,金泰轧钢厂（模拟-橙）,2038,3,橙,0,2,237,1,0,1010,106076,1,高炉煤气管道压力波动异常，炉顶温度多次逼近警戒值,降低鼓风量并增加炉顶打水，密切监控煤气成分,C级,中型,冶金,黑色金属冶炼和压延加工业,2026-04-16,演示CSV,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,RPT-165142,1,1,1,0,14,232.7,21.18,158,0.2,2,0,0,2,0,0,35,2,3,3,0,1,7,1,6,9.0,0,0,2,0,限产运行,正常,制造业,黑色金属冶炼和压延加工业,炼铁,121.423106,31.887801,,,,,2000,8,12,0.75,0.72,,,,,,1
metallurgy,META-3-009,宝钢轧钢厂（模拟-橙）,2039,3,橙,0,2,142,1,0,6425,159790,1,高炉煤气管道压力波动异常，炉顶温度多次逼近警戒值,降低鼓风量并增加炉顶打水，密切监控煤气成分,C级,中型,冶金,黑色金属冶炼和压延加工业,2026-04-26,演示CSV,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,RPT-444056,1,1,1,0,10,220.92,57.62,81,0.205,2,0,0,1,0,0,25,7,10,10,2,1,3,2,1,11.15,0,0,2,0,限产运行,正常,制造业,黑色金属冶炼和压延加工业,炼铁,120.988828,31.898889,,,,,3200,6,9,0.67,0.73,,,,,,1
metallurgy,META-3-010,龙腾轧钢厂（模拟-橙）,2040,3,橙,0,2,316,2,1,6225,6706,1,高炉煤气管道压力波动异常，炉顶温度多次逼近警戒值,降低鼓风量并增加炉顶打水，密切监控煤气成分,C级,中型,冶金,黑色金属冶炼和压延加工业,2026-05-09,演示CSV,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,RPT-906325,3,1,2,1,8,320.76,61.05,298,0.244,2,0,0,1,0,0,26,5,5,5,2,1,3,0,3,6.08,0,0,2,0,限产运行,正常,制造业,黑色金属冶炼和压延加工业,炼铁,120.874461,31.891334,,,,,3200,17,8,0.67,0.77,,,,,,1
chemical,CHEM-2024-001,宏达危化品储运有限公司,1003,4,红,1,2,320,4,2,8500,12000,1,3号储罐区可燃气体浓度异常升高，达到爆炸下限的38%，同时通风系统2号风机故障停运,立即切断储罐进料阀门，启动备用通风系统，撤离非必要人员,C级,中型,危险化学品,化学原料和化学制品制造业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,0.78,0.65,,,,,,,,,,,
chemical,CHEM-4-001,瑞祥危化品储运（模拟-红）,1041,4,红,0,1,363,2,1,5241,183266,1,储罐区可燃气体浓度异常升高逼近爆炸下限，通风系统故障停运,立即切断储罐进料阀门，启动备用通风系统，撤离非必要人员,D级,小型,危险化学品,化学原料和化学制品制造业,2026-04-26,演示CSV,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,RPT-842776,3,1,2,1,11,398.84,68.19,252,0.101,7,2,1,2,2,0,20,8,10,10,0,1,8,1,7,11.78,0,0,0,0,限产运行,正常,制造业,化学原料和化学制品制造业,专用化学产品制造,121.347788,31.795046,17,3,0.65,0.59,,,,,,,,,,,
chemical,CHEM-4-002,远东危化品储运（模拟-红）,1042,4,红,1,1,367,3,1,905,118720,1,储罐区可燃气体浓度异常升高逼近爆炸下限，通风系统故障停运,立即切断储罐进料阀门，启动备用通风系统，撤离非必要人员,D级,小型,危险化学品,化学原料和化学制品制造业,2026-04-26,演示CSV,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,RPT-211090,4,1,3,1,7,129.37,45.75,226,0.173,5,3,0,1,1,1,33,8,11,11,2,3,7,0,7,5.28,0,0,0,0,限产运行,正常,制造业,化学原料和化学制品制造业,专用化学产品制造,121.080518,31.575235,16,4,0.63,0.65,,,,,,,,,,,
chemical,CHEM-4-003,盛泰危化品储运（模拟-红）,1043,4,红,1,1,331,1,0,501,127555,1,储罐区可燃气体浓度异常升高逼近爆炸下限，通风系统故障停运,立即切断储罐进料阀门，启动备用通风系统，撤离非必要人员,D级,小型,危险化学品,化学原料和化学制品制造业,2026-05-11,演示CSV,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,RPT-123682,1,1,1,0,23,323.98,57.4,245,0.116,6,3,0,1,2,1,17,5,8,8,0,0,10,0,10,12.29,0,0,0,0,限产运行,正常,制造业,化学原料和化学制品制造业,专用化学产品制造,121.4839,31.243913,7,5,0.6,0.62,,,,,,,,,,,
chemical,CHEM-4-004,恒源危化品储运（模拟-红）,1044,4,红,1,1,266,2,1,1826,168897,1,储罐区可燃气体浓度异常升高逼近爆炸下限，通风系统故障停运,立即切断储罐进料阀门，启动备用通风系统，撤离非必要人员,D级,小型,危险化学品,化学原料和化学制品制造业,2026-04-26,演示CSV,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,RPT-219490,3,1,2,1,9,431.32,46.94,175,0.192,7,2,2,1,2,1,35,7,10,10,0,0,5,0,5,2.13,0,0,0,0,限产运行,正常,制造业,化学原料和化学制品制造业,专用化学产品制造,121.096971,31.611308,20,3,0.62,0.66,,,,,,,,,,,
chemical,CHEM-4-005,新能危化品储运（模拟-红）,1045,4,红,1,1,346,3,1,7825,162083,1,储罐区可燃气体浓度异常升高逼近爆炸下限，通风系统故障停运,立即切断储罐进料阀门，启动备用通风系统，撤离非必要人员,D级,小型,危险化学品,化学原料和化学制品制造业,2026-04-26,演示CSV,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,RPT-681868,4,1,3,1,10,144.42,23.1,244,0.225,3,1,1,0,1,1,32,2,3,3,1,0,10,0,10,13.2,0,0,0,0,限产运行,正常,制造业,化学原料和化学制品制造业,专用化学产品制造,121.11941,31.865522,2,4,0.6,0.65,,,,,,,,,,,
chemical,CHEM-4-006,华安危化品储运（模拟-红）,1046,4,红,1,1,317,2,1,5909,129902,1,储罐区可燃气体浓度异常升高逼近爆炸下限，通风系统故障停运,立即切断储罐进料阀门，启动备用通风系统，撤离非必要人员,D级,小型,危险化学品,化学原料和化学制品制造业,2026-05-26,演示CSV,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,RPT-380901,3,1,2,1,21,411.64,35.68,210,0.222,5,3,0,0,2,1,27,8,11,11,0,0,10,0,10,2.98,0,0,0,0,限产运行,正常,制造业,化学原料和化学制品制造业,专用化学产品制造,120.541611,31.71898,19,3,0.69,0.57,,,,,,,,,,,
chemical,CHEM-4-007,金源危化品储运（模拟-红）,1047,4,红,0,1,364,2,1,3984,69895,1,储罐区可燃气体浓度异常升高逼近爆炸下限，通风系统故障停运,立即切断储罐进料阀门，启动备用通风系统，撤离非必要人员,D级,小型,危险化学品,化学原料和化学制品制造业,2026-04-26,演示CSV,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,RPT-403387,3,1,2,1,19,476.2,46.01,318,0.234,7,1,2,2,2,1,25,2,5,5,0,0,5,0,5,6.98,0,0,0,0,限产运行,正常,制造业,化学原料和化学制品制造业,专用化学产品制造,121.315181,31.135589,15,3,0.69,0.66,,,,,,,,,,,
chemical,CHEM-4-008,宏达精细化工（模拟-红）,1048,4,红,1,1,94,1,0,1498,187487,1,储罐区可燃气体浓度异常升高逼近爆炸下限，通风系统故障停运,立即切断储罐进料阀门，启动备用通风系统，撤离非必要人员,D级,小型,危险化学品,化学原料和化学制品制造业,2026-05-19,演示CSV,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,RPT-866437,1,1,1,0,7,317.42,58.81,66,0.226,8,3,2,1,2,1,24,4,7,7,1,0,3,0,3,13.26,0,0,0,0,限产运行,正常,制造业,化学原料和化学制品制造业,专用化学产品制造,121.295678,31.397716,15,3,0.64,0.6,,,,,,,,,,,
chemical,CHEM-4-009,瑞祥精细化工（模拟-红）,1049,4,红,1,1,175,1,0,4937,128228,1,储罐区可燃气体浓度异常升高逼近爆炸下限，通风系统故障停运,立即切断储罐进料阀门，启动备用通风系统，撤离非必要人员,D级,小型,危险化学品,化学原料和化学制品制造业,2026-04-28,演示CSV,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,RPT-362552,1,1,1,0,4,332.25,55.42,165,0.098,3,1,0,0,2,1,24,1,1,1,0,1,5,1,4,15.7,0,0,0,0,限产运行,正常,制造业,化学原料和化学制品制造业,专用化学产品制造,121.125604,31.725988,9,4,0.65,0.64,,,,,,,,,,,
chemical,CHEM-4-010,远东精细化工（模拟-红）,1050,4,红,1,1,30,1,0,5163,60294,1,储罐区可燃气体浓度异常升高逼近爆炸下限，通风系统故障停运,立即切断储罐进料阀门，启动备用通风系统，撤离非必要人员,D级,小型,危险化学品,化学原料和化学制品制造业,2026-04-11,演示CSV,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,RPT-772741,1,1,1,0,2,71.43,47.14,17,0.091,5,1,1,2,1,1,30,8,8,8,0,1,8,0,8,16.33,0,0,0,0,限产运行,正常,制造业,化学原料和化学制品制造业,专用化学产品制造,121.15002,31.440099,8,5,0.66,0.67,,,,,,,,,,,
dust,DUST-2024-003,鑫源铝镁粉尘制品厂,3002,4,红,1,1,85,1,1,1200,800,1,抛光车间铝镁粉尘浓度达到爆炸极限的45%，湿式除尘系统水位不足，电气设备未按要求防爆,立即停止抛光作业，补充除尘水位，切断非防爆电源,D级,小型,粉尘涉爆,金属制品业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,0.45,0.6,0.55,
dust,DUST-4-001,联创铝镁粉尘制品厂（模拟-红）,3041,4,红,1,1,369,2,1,2772,85568,1,粉尘浓度达爆炸极限区间，湿式除尘失效，非防爆电气仍在运行,立即停止产尘作业，切断非防爆电源，疏散人员并设警戒区,D级,小型,粉尘涉爆,金属制品业,2026-05-12,演示CSV,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,RPT-290926,3,1,2,1,20,460.52,77.73,258,0.125,6,3,1,0,2,1,18,3,6,6,2,3,4,2,2,8.7,2,33,0,0,限产运行,正常,制造业,金属制品业,金属结构制造,121.436688,31.140643,,,,,,,,,,6,2,0.57,0.58,0.61,
dust,DUST-4-002,宏粉尘铝镁粉尘制品厂（模拟-红）,3042,4,红,1,1,75,1,0,3958,3987,1,粉尘浓度达爆炸极限区间，湿式除尘失效，非防爆电气仍在运行,立即停止产尘作业，切断非防爆电源，疏散人员并设警戒区,D级,小型,粉尘涉爆,金属制品业,2026-05-23,演示CSV,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,RPT-270557,1,1,1,0,3,399.6,12.34,70,0.093,4,2,1,0,1,1,22,4,5,5,2,0,8,1,7,3.44,1,33,0,0,限产运行,正常,制造业,金属制品业,金属结构制造,120.5742,31.170105,,,,,,,,,,16,2,0.63,0.61,0.64,
dust,DUST-4-003,顺达铝镁粉尘制品厂（模拟-红）,3043,4,红,1,1,77,1,0,6071,9124,1,粉尘浓度达爆炸极限区间，湿式除尘失效，非防爆电气仍在运行,立即停止产尘作业，切断非防爆电源，疏散人员并设警戒区,D级,小型,粉尘涉爆,金属制品业,2026-05-17,演示CSV,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,RPT-157152,1,1,1,0,3,213.8,30.62,50,0.196,3,1,1,0,1,1,27,3,6,6,0,0,10,2,8,14.28,2,81,0,0,限产运行,正常,制造业,金属制品业,金属结构制造,120.699675,31.025736,,,,,,,,,,9,6,0.56,0.54,0.63,
dust,DUST-4-004,新铝铝镁粉尘制品厂（模拟-红）,3044,4,红,1,1,187,1,0,7630,174287,1,粉尘浓度达爆炸极限区间，湿式除尘失效，非防爆电气仍在运行,立即停止产尘作业，切断非防爆电源，疏散人员并设警戒区,D级,小型,粉尘涉爆,金属制品业,2026-05-26,演示CSV,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,RPT-947438,1,1,1,0,9,485.35,51.28,122,0.179,5,2,1,0,2,1,22,2,5,5,0,1,9,1,8,3.34,1,86,0,0,限产运行,正常,制造业,金属制品业,金属结构制造,120.918632,31.535514,,,,,,,,,,19,5,0.65,0.6,0.54,
dust,DUST-4-005,泰和铝镁粉尘制品厂（模拟-红）,3045,4,红,1,1,395,4,2,1285,199492,1,粉尘浓度达爆炸极限区间，湿式除尘失效，非防爆电气仍在运行,立即停止产尘作业，切断非防爆电源，疏散人员并设警戒区,D级,小型,粉尘涉爆,金属制品业,2026-04-27,演示CSV,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,RPT-683390,6,2,4,2,17,163.06,29.33,374,0.163,3,1,0,1,1,1,28,3,4,4,0,0,5,1,4,31.65,0,120,0,0,限产运行,正常,制造业,金属制品业,金属结构制造,121.200412,31.587576,,,,,,,,,,17,1,0.58,0.55,0.6,
dust,DUST-4-006,瑞丰铝镁粉尘制品厂（模拟-红）,3046,4,红,0,1,81,1,0,6736,75997,1,粉尘浓度达爆炸极限区间，湿式除尘失效，非防爆电气仍在运行,立即停止产尘作业，切断非防爆电源，疏散人员并设警戒区,D级,小型,粉尘涉爆,金属制品业,2026-05-09,演示CSV,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,RPT-381631,1,1,1,0,5,10.12,67.22,64,0.138,8,3,1,2,2,0,31,6,9,9,1,1,4,1,3,7.17,1,82,0,0,限产运行,正常,制造业,金属制品业,金属结构制造,121.358235,31.684852,,,,,,,,,,11,2,0.56,0.64,0.62,
dust,DUST-4-007,广益铝镁粉尘制品厂（模拟-红）,3047,4,红,1,1,194,1,0,1839,116793,1,粉尘浓度达爆炸极限区间，湿式除尘失效，非防爆电气仍在运行,立即停止产尘作业，切断非防爆电源，疏散人员并设警戒区,D级,小型,粉尘涉爆,金属制品业,2026-04-13,演示CSV,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,RPT-153015,1,1,1,0,14,352.32,29.18,117,0.222,4,1,2,0,1,1,20,7,10,10,2,2,8,2,6,11.33,2,70,0,0,限产运行,正常,制造业,金属制品业,金属结构制造,121.13541,31.123873,,,,,,,,,,4,2,0.57,0.62,0.55,
dust,DUST-4-008,鑫源抛光车间（模拟-红）,3048,4,红,1,1,272,1,0,1639,68806,1,粉尘浓度达爆炸极限区间，湿式除尘失效，非防爆电气仍在运行,立即停止产尘作业，切断非防爆电源，疏散人员并设警戒区,D级,小型,粉尘涉爆,金属制品业,2026-05-24,演示CSV,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,RPT-778818,1,1,1,0,8,400.43,25.66,178,0.187,4,1,2,0,1,1,16,5,5,5,1,0,5,2,3,21.42,1,111,0,0,限产运行,正常,制造业,金属制品业,金属结构制造,121.467024,31.64274,,,,,,,,,,17,4,0.65,0.6,0.56,
dust,DUST-4-009,联创抛光车间（模拟-红）,3049,4,红,1,1,184,1,0,5088,27820,1,粉尘浓度达爆炸极限区间，湿式除尘失效，非防爆电气仍在运行,立即停止产尘作业，切断非防爆电源，疏散人员并设警戒区,D级,小型,粉尘涉爆,金属制品业,2026-05-28,演示CSV,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,RPT-159532,1,1,1,0,12,401.18,52.0,164,0.196,4,1,1,0,2,1,14,6,8,8,1,2,7,2,5,31.65,2,37,0,0,限产运行,正常,制造业,金属制品业,金属结构制造,121.221283,31.655401,,,,,,,,,,13,3,0.65,0.59,0.62,
dust,DUST-4-010,宏粉尘抛光车间（模拟-红）,3050,4,红,1,1,328,1,0,3111,191460,1,粉尘浓度达爆炸极限区间，湿式除尘失效，非防爆电气仍在运行,立即停止产尘作业，切断非防爆电源，疏散人员并设警戒区,D级,小型,粉尘涉爆,金属制品业,2026-04-18,演示CSV,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,RPT-926372,1,1,1,0,24,185.84,50.99,277,0.164,6,1,2,2,1,1,21,8,10,10,2,2,4,1,3,10.81,0,80,0,0,限产运行,正常,制造业,金属制品业,金属结构制造,120.553677,31.634397,,,,,,,,,,22,5,0.52,0.66,0.59,
metallurgy,META-4-001,宝钢钢铁炼铁厂（模拟-红）,2041,4,红,1,1,345,2,1,1010,27336,1,煤气管道压力剧烈波动，TRT透平机振动超标，炉顶温度连续超警,降低鼓风量至正常值85%以下，增打水频率，煤气防护站待命,D级,小型,冶金,黑色金属冶炼和压延加工业,2026-05-08,演示CSV,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,RPT-884170,3,1,2,1,15,323.08,64.87,272,0.217,4,2,0,0,2,1,18,2,5,5,1,1,10,0,10,21.34,0,0,0,1,限产运行,正常,制造业,黑色金属冶炼和压延加工业,炼铁,120.739341,31.385886,,,,,1200,20,12,0.61,0.63,,,,,,1
metallurgy,META-4-002,龙腾钢铁炼铁厂（模拟-红）,2042,4,红,1,1,192,2,1,3293,144224,1,煤气管道压力剧烈波动，TRT透平机振动超标，炉顶温度连续超警,降低鼓风量至正常值85%以下，增打水频率，煤气防护站待命,D级,小型,冶金,黑色金属冶炼和压延加工业,2026-05-21,演示CSV,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,RPT-187657,3,1,2,1,7,255.65,24.22,144,0.219,5,3,0,0,2,1,35,3,6,6,0,0,8,0,8,8.47,0,0,0,0,限产运行,正常,制造业,黑色金属冶炼和压延加工业,炼铁,121.03639,31.390732,,,,,800,14,8,0.63,0.65,,,,,,1
metallurgy,META-4-003,华冶钢铁炼铁厂（模拟-红）,2043,4,红,1,1,74,1,0,5315,160601,1,煤气管道压力剧烈波动，TRT透平机振动超标，炉顶温度连续超警,降低鼓风量至正常值85%以下，增打水频率，煤气防护站待命,D级,小型,冶金,黑色金属冶炼和压延加工业,2026-05-13,演示CSV,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,RPT-908903,1,1,1,0,5,167.51,40.05,56,0.174,6,3,0,2,1,1,15,5,6,6,0,0,10,1,9,6.91,0,0,2,0,限产运行,正常,制造业,黑色金属冶炼和压延加工业,炼铁,120.76295,31.975051,,,,,800,20,9,0.6,0.59,,,,,,1
metallurgy,META-4-004,鑫钢钢铁炼铁厂（模拟-红）,2044,4,红,0,1,218,2,1,7625,151447,1,煤气管道压力剧烈波动，TRT透平机振动超标，炉顶温度连续超警,降低鼓风量至正常值85%以下，增打水频率，煤气防护站待命,D级,小型,冶金,黑色金属冶炼和压延加工业,2026-04-25,演示CSV,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,RPT-536476,3,1,2,1,16,159.97,67.82,201,0.181,2,1,0,0,1,1,35,2,3,3,2,0,4,0,4,12.92,0,0,1,0,限产运行,正常,制造业,黑色金属冶炼和压延加工业,炼铁,120.619401,31.673326,,,,,800,10,5,0.63,0.66,,,,,,1
metallurgy,META-4-005,中联钢铁炼铁厂（模拟-红）,2045,4,红,0,1,268,1,0,2981,23645,1,煤气管道压力剧烈波动，TRT透平机振动超标，炉顶温度连续超警,降低鼓风量至正常值85%以下，增打水频率，煤气防护站待命,D级,小型,冶金,黑色金属冶炼和压延加工业,2026-04-12,演示CSV,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,RPT-451291,1,1,1,0,5,328.65,69.43,225,0.206,6,2,2,1,1,1,31,8,8,8,1,0,5,1,4,13.05,0,0,0,2,限产运行,正常,制造业,黑色金属冶炼和压延加工业,炼铁,120.603949,31.529814,,,,,1200,18,9,0.65,0.66,,,,,,1
